,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
2336,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
2419,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
124,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,1.0,0.0,0.0,2.0
3437,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,132.0,12.0,23.4,46.9,2.0,2.0,1.0,28.0,0.0,1.0,2.0,0.0,0.0,3.0
1679,1.0,400.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,288.0,10.0,9.0,6.0,4.0,0.8,3.0,30.0,5.5,2.0,8.0,0.0,7.0,3.0
3897,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
1498,9.0,145.0,5643.4,16.5,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,110.0,12.0,23.4,46.9,5.0,0.0008,3.0,28.0,6.8,1.0,0.0,0.0,1.0,1.0
2722,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2706,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
4089,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,192.0,0.0,0.0,0.0,2.0,5.0,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
2505,1.0,125.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,168.0,12.0,24.0,20.0,4.0,0.75,1.0,28.0,5.5,1.0,3.0,0.0,2.0,2.0
542,2.0,173.8,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,35.714285714285715,12.0,23.4,46.9,3.0,1.8,2.0,28.0,6.0,3.0,0.0,0.0,0.0,0.0
4395,20.0,5.5,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,3.0,5.0,1.0,0.0,5.0
2170,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1219,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,1.0,0.0,0.0,2.0
334,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.01,1.0,28.0,0.0,2.0,1.0,0.0,2.0,1.0
3372,1.0,480.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,4.0,128.05,1.0,28.0,5.5,3.0,0.0,0.0,0.0,0.0
4158,9.0,100.0,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
4491,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,7.53,1.0,0.0,0.0,0.0,0.0
2551,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,168.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
705,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,165.0,0.0,0.0,0.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
516,2.0,80.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,174.0,0.0,0.0,0.0,2.0,1.8,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
2869,2.0,240.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,230.0,2.0,0.0,1.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
325,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,144.0,2.0,2.0,0.0,1.0,0.04,1.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0
2360,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
2712,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
3279,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,1.0
3949,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,1.0,0.1,1.0,30.0,4.1,1.0,0.0,0.0,0.0,0.0
3421,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,132.0,0.0,0.0,0.0,2.0,2.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
682,2.5,33.550000000000004,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,4.0,2.0,0.0,1.0,0.0,0.0
111,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,6.0,0.0,3.0,5.0
4264,43.0,43.6,34734.5,17.9,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0
4286,43.0,43.6,34734.5,17.9,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,6.0,1.0,0.0,0.0,0.0,0.0
4013,2.0,16.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,18.0,12.0,23.4,46.9,1.0,0.01,1.0,15.0,5.5,1.0,0.0,0.0,0.0,0.0
83,2.0,60.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,68.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
858,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,96.0,2.0,0.0,-1.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
2905,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,9.3,5.0,12.0,0.0,72.0,192.0,9.0,8.0,16.0,1.0,0.1,1.0,30.0,0.0,2.0,0.0,0.0,0.0,1.0
1422,10.0,20.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,2.0,5.0,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
4320,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
2908,1.0,160.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,9.3,5.0,12.0,0.0,72.0,192.0,9.0,8.0,16.0,1.0,0.1,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0
3994,1.0,65.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,45.0,2.0,0.0,-1.0,1.0,0.05,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
4539,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,7.0,1.0,4.0,2.0,0.0,3.0
4631,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,45.8,15.0,12.0,4.0,256.26,144.0,0.0,0.0,0.0,1.0,0.025,2.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
4169,9.0,56.63,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,5.0,0.0003,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
1263,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,5.0,0.0,0.0,6.0
1289,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,6.0,0.0,4.0,3.0
2279,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
2010,4.0,70.0,874.0,14.55,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,360.0,12.0,23.4,46.9,1.0,0.1,3.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
268,8.0,100.0,2810.4,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,0.0,0.0,1.0,0.0
1439,10.0,10.0,34734.5,40.0,19.0,13.009900000000002,1983.8,15.2,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
137,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,4.0,0.0,2.0,2.0
1918,2.5,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-670.0,4.0,6.0,5.0,134.0,114.0,0.0,0.0,0.0,4.0,0.6,1.0,30.0,3.8,1.0,0.0,0.0,1.0,0.0
881,2.0,220.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,138.0,2.0,0.0,1.0,4.0,1.0,3.0,28.0,3.5,3.0,3.0,2.0,1.0,1.0
1458,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,2.0,0.0,3.0,0.0
3730,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
264,8.0,100.0,2810.4,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,0.0,0.0,1.0,0.0
1684,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-168.0,6.0,12.0,4.0,148.0,96.0,3.0,0.0,2.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,1.0,2.0
2933,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,-218.252100840336,17.5798319327731,33.03081232493,2.0,275.988795518207,144.0,7.0,7.78991596638655,15.5798319327731,1.0,0.05,1.0,30.0,6.8,3.0,6.0,6.0,1.0,0.0
841,1.0,5.0,2805.0,15.58,25.0,30.0,11193.8736,39.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,1.0,0.015,1.0,28.0,6.8,1.0,6.0,6.0,1.0,0.0
4069,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,29.0,5.0,1.0,0.0,0.0,0.0,0.0
4398,20.0,10.0,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,1.0,5.0,1.0,0.0,5.0
4296,43.0,43.6,34734.5,17.9,24.0,5.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
2479,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1213,25.0,50.0,11193.8736,39.6,0.0,0.0,0.0,0.0,4.0,-245.8,30.0,48.0,3.0,456.0,120.0,13.0,18.0,17.0,1.0,0.03,3.0,30.0,0.0,2.0,4.0,0.0,3.0,3.0
800,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
607,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.2,3.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0
3125,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,1.0,30.0,7.2,3.0,0.0,0.0,0.0,0.0
388,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,3.0,4.0,0.0,5.0,1.0
1072,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
3634,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,150.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
2204,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1774,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,20.0,9.6,2.0,1.0,0.0,1.0,1.0
3139,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,2.0,30.0,3.0,2.0,0.0,0.0,0.0,0.0
3257,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,144.0,12.0,24.0,20.0,1.0,0.05,3.0,30.0,6.0,3.0,11.0,2.0,2.0,8.0
4512,44.0,5.0,2805.0,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,1.0,0.1,1.0,30.0,6.0,1.0,0.0,0.0,0.0,0.0
3469,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,7.0,-366.5,4.0,10.0,4.0,122.0,132.0,2.0,0.0,-1.0,2.0,2.0,1.0,28.0,0.0,1.0,2.0,0.0,0.0,3.0
23,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,110.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,4.0,3.0,0.0,0.0,0.0,0.0
85,2.0,60.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,68.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
4239,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.25,3.0,25.0,6.5,3.0,0.0,0.0,0.0,0.0
3115,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,262.5,14.0,12.0,3.0,228.0,72.0,10.0,5.0,1.0,5.0,0.003,1.0,30.0,6.0,3.0,0.0,0.0,6.0,6.0
798,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
1806,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,72.0,2.0,0.0,-1.0,2.0,1.0,3.0,28.0,6.0,2.0,1.0,1.0,1.0,0.0
3108,1.0,400.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1427.7,15.0,24.0,0.0,204.0,200.0,13.0,18.0,17.0,4.0,1.0,3.0,30.0,5.0,3.0,10.0,7.0,1.0,3.0
793,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
872,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,96.0,2.0,0.0,1.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,1.0
4143,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,24.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,4.5,2.0,0.0,0.0,0.0,0.0
4474,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
1019,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0
648,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,120.0,2.0,0.0,-1.0,1.0,0.05,3.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0
2651,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,1543.7,18.0,38.0,1.0,270.0,96.0,10.0,9.0,18.0,1.0,0.05,1.0,30.0,0.0,1.0,3.0,1.0,0.0,3.0
337,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,1.0,0.0,2.0,1.0
3088,42.0,1.26,1327.85,22.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,1.0,0.2,1.0,27.0,6.0,1.0,0.0,0.0,0.0,0.0
2041,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,555.4,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.03,3.0,30.0,0.0,2.0,0.0,0.0,1.0,1.0
1200,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-245.8,30.0,48.0,3.0,456.0,120.0,13.0,18.0,17.0,1.0,0.03,3.0,30.0,0.0,2.0,4.0,0.0,3.0,3.0
803,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
3366,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,201.0,2.0,0.0,0.0,4.0,3.5,3.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
4274,43.0,43.6,34734.5,17.9,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,35.0,6.0,1.0,0.0,0.0,0.0,0.0
1840,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,264.3,4.0,10.0,1.0,74.0,24.0,6.0,1.0,4.0,1.0,0.05,3.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0
1117,2.0,30.0,1660.45,18.0,3.0,3.0,1988.0,10.35,3.0,841.0,10.0,16.0,0.0,136.0,96.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
4553,10.0,50.0,34734.5,40.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,4.0,4.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
1854,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.02,1.0,28.0,6.5,2.0,2.0,0.0,1.0,2.0
3046,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,887.7,13.0,20.0,1.0,192.0,288.0,14.0,24.0,20.0,1.0,0.02,3.0,20.0,0.0,2.0,11.0,2.0,7.0,3.0
2696,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
1228,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,0.0,3.0
4332,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
3785,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
3154,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,168.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,0.0,3.0,5.0,5.0,0.0,1.0
1231,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,0.0,3.0
4189,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,1.0,-945.1,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
774,2.0,558.666666666667,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,117.0,0.0,0.0,0.0,4.0,0.6,1.0,28.0,3.8,2.0,0.0,0.0,1.0,0.0
785,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
3435,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,132.0,0.0,0.0,0.0,2.0,2.0,1.0,28.0,0.0,1.0,2.0,0.0,0.0,3.0
3441,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,7.0,-333.1,6.0,14.0,6.0,182.0,132.0,2.0,0.0,1.0,2.0,2.0,1.0,28.0,0.0,1.0,2.0,0.0,0.0,3.0
4308,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
3961,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,4.5,1.0,0.0,0.0,0.0,0.0
1890,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,1430.9,20.0,32.0,2.0,304.0,72.0,13.0,9.0,21.0,1.0,0.1,3.0,30.0,3.5,2.0,2.0,0.0,0.0,3.0
